Full_Filepath,Filepath,Filename,Extension,Alt_Data_Stream,Directory_Depth,Filename_Length,Is_Common_Extension,Contains_Double_Ext,Contains_ADS,Is_Malicious
\program files\eclipse adoptium\jdk-<version>-hotspot\lib\tzmappings,\program files\eclipse adoptium\jdk-<version>-hotspot\lib,tzmappings,,,4,10,0,0,0,0
\windows\system32\driverstore\filerepository\rdpidd.inf_amd64_191a331ccc578de7\rdpidd.dll,\windows\system32\driverstore\filerepository\rdpidd.inf_amd64_191a331ccc578de7,rdpidd,dll,,5,6,1,0,0,0
\program files\libreoffice\share\extensions\wiki-publisher\help\xh\help.idxl\segments_3,\program files\libreoffice\share\extensions\wiki-publisher\help\xh\help.idxl,segments_3,,,8,10,0,0,0,0
\windows\winsxs\amd64_microsoft-windows-s..-gmsaclient-library_31bf3856ad364e35_<version>_none_c77e01380c96e950\r\gmsaclient.dll,\windows\winsxs\amd64_microsoft-windows-s..-gmsaclient-library_31bf3856ad364e35_<version>_none_c77e01380c96e950\r,gmsaclient,dll,,4,10,1,0,0,0
\windows\winsxs\amd64_microsoft.windows.gdiplus_6595b64144ccf1df_<version>_none_2009f42d14d8ac9d\gdiplus.dll,\windows\winsxs\amd64_microsoft.windows.gdiplus_6595b64144ccf1df_<version>_none_2009f42d14d8ac9d,gdiplus,dll,,3,7,1,0,0,0
\program files\zoom\resources\emojis\1f469-1f3fe-2764-1f48b-1f469-1f3fb.svg,\program files\zoom\resources\emojis,1f469-1f3fe-2764-1f48b-1f469-1f3fb,svg,,4,34,0,0,0,0
\inetpub\wwwroot\aspnet_client\aspnet_regiis.aspx,\inetpub\wwwroot\aspnet_client,aspnet_regiis,aspx,,3,13,1,0,0,1
\windows\servicehost.exe,\windows,servicehost,exe,,1,11,1,0,0,1
\program files\gimp 2\share\gimp\<version>\icons\legacy\16x16\apps\gimp-prefs-folders-plug-ins.png,\program files\gimp 2\share\gimp\<version>\icons\legacy\16x16\apps,gimp-prefs-folders-plug-ins,png,,9,27,1,0,0,0
\windows\winsxs\amd64_microsoft-windows-s..rofessional-license_31bf3856ad364e35_<version>_none_f0917d557ba78724\f\professional-oem-dm-3-ul-oob-rtm.xrm-ms,\windows\winsxs\amd64_microsoft-windows-s..rofessional-license_31bf3856ad364e35_<version>_none_f0917d557ba78724\f,professional-oem-dm-3-ul-oob-rtm,xrm-ms,,4,32,0,0,0,0
\program files\inkscape\lib\python<version>\site-packages\gi\__pycache__\types.cpython-311.pyc,\program files\inkscape\lib\python<version>\site-packages\gi\__pycache__,types.cpython-311,pyc,,7,17,0,0,0,0
\windows\winsxs\amd64_microsoft-windows-c..riencehost.appxmain_31bf3856ad364e35_<version>_none_68d83b1773f41844\error.js,\windows\winsxs\amd64_microsoft-windows-c..riencehost.appxmain_31bf3856ad364e35_<version>_none_68d83b1773f41844,error,js,,3,5,0,0,0,0
\users\<username>\desktop\expenses_06_2023.xlsx:zone.identifier,\users\<username>\desktop,expenses_06_2023,xlsx,zone.identifier,3,16,1,0,1,0
\program files\microsoft vs code\resources\app\node_modules\buffer-crc32\package.json,\program files\microsoft vs code\resources\app\node_modules\buffer-crc32,package,json,,6,7,0,0,0,0
\program files\inkscape\lib\tcl<version>\tzdata\asia\bishkek,\program files\inkscape\lib\tcl<version>\tzdata\asia,bishkek,,,6,7,0,0,0,0
\program files\krita (x64)\lib\site-packages\pyqt5\bindings\qtcore\qmetaobject.sip,\program files\krita (x64)\lib\site-packages\pyqt5\bindings\qtcore,qmetaobject,sip,,7,11,0,0,0,0
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\package_1177_for_kb4558998~31bf3856ad364e35~amd64~~10.0.1.9.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},package_1177_for_kb4558998~31bf3856ad364e35~amd64~~10.0.1.9,cat,,4,59,0,0,0,0
\program files (x86)\openoffice 4\share\config\soffice.cfg\modules\schart\toolbar\symbolshapes.xml,\program files (x86)\openoffice 4\share\config\soffice.cfg\modules\schart\toolbar,symbolshapes,xml,,8,12,0,0,0,0
\windows\winsxs\backup\wow64_microsoft-windows-gdi32full_31bf3856ad364e35_10.0.19041.2130_none_d50e4aec10cf0ad3_gdi32full.dll_ffcb16f4,\windows\winsxs\backup,wow64_microsoft-windows-gdi32full_31bf3856ad364e35_10.0.19041.2130_none_d50e4aec10cf0ad3_gdi32full,dll_ffcb16f4,,3,98,0,0,0,0
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\microsoft-windows-updatetargeting-clientos-21h1-ekb-package~31bf3856ad364e35~amd64~~10.0.19041.1466.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},microsoft-windows-updatetargeting-clientos-21h1-ekb-package~31bf3856ad364e35~amd64~~10.0.19041.1466,cat,,4,99,0,0,0,0
\windows\syswow64\wbem\en-us\p2p-mesh.mfl,\windows\syswow64\wbem\en-us,p2p-mesh,mfl,,4,8,0,0,0,0
\program files\python313\lib\idlelib\idle_test\test_calltip_w.py,\program files\python313\lib\idlelib\idle_test,test_calltip_w,py,,5,14,0,0,0,0
\inaseibu\inaseibu.jsp,\inaseibu,inaseibu,jsp,,1,8,0,0,0,1
\windows\winsxs\amd64_microsoft-windows-ie-feeds-platform_31bf3856ad364e35_<version>_none_3f85eeb613d4e50a\msfeeds.dll,\windows\winsxs\amd64_microsoft-windows-ie-feeds-platform_31bf3856ad364e35_<version>_none_3f85eeb613d4e50a,msfeeds,dll,,3,7,1,0,0,0
\program files\libreoffice\share\extensions\wiki-publisher\description-bs.txt,\program files\libreoffice\share\extensions\wiki-publisher,description-bs,txt,,5,14,1,0,0,0
\program files\inkscape\lib\tcl<version>\msgs\en_hk.msg,\program files\inkscape\lib\tcl<version>\msgs,en_hk,msg,,5,5,0,0,0,0
\program files\python313\lib\traceback.py,\program files\python313\lib,traceback,py,,3,9,0,0,0,0
\windows\servicing\packages\microsoft-windows-netfx4-us-oc-package~31bf3856ad364e35~amd64~en-us~10.0.17763.1.mum,\windows\servicing\packages,microsoft-windows-netfx4-us-oc-package~31bf3856ad364e35~amd64~en-us~10.0.17763.1,mum,,3,80,0,0,0,0
\program files\itunes\itunes.resources\zh_tw.lproj\parentaladvisory.png,\program files\itunes\itunes.resources\zh_tw.lproj,parentaladvisory,png,,4,16,1,0,0,0
\program files\python313\doc\html\library\heapq.html,\program files\python313\doc\html\library,heapq,html,,5,5,1,0,0,0
\windows\winsxs\catalogs\1efe943f68d374f6f20ed9beefa4274308d4816f775902b10de3f8f266d302d0.cat,\windows\winsxs\catalogs,1efe943f68d374f6f20ed9beefa4274308d4816f775902b10de3f8f266d302d0,cat,,3,64,0,0,0,0
\python27\tcl\tcl<version>\tzdata\africa\windhoek,\python27\tcl\tcl<version>\tzdata\africa,windhoek,,,5,8,0,0,0,0
\program files\gimp 2\32\bin\tcl86.dll,\program files\gimp 2\32\bin,tcl86,dll,,4,5,1,0,0,0
\system32\drivers\kifesen.sys,\system32\drivers,kifesen,sys,,2,7,1,0,0,1
\invokemanage\invokerinfos.jsp,\invokemanage,invokerinfos,jsp,,1,12,0,0,0,1
\program files\blender foundation\blender <version>\<version>\python\lib\encodings\cp1256.py,\program files\blender foundation\blender <version>\<version>\python\lib\encodings,cp1256,py,,7,6,0,0,0,0
\program files\microsoft office\root\office16\sdxs\fa000000129\offlinefiles\cloudfilepickerdialog_6aac421e5c68f9b144cddf3523513c33.html,\program files\microsoft office\root\office16\sdxs\fa000000129\offlinefiles,cloudfilepickerdialog_6aac421e5c68f9b144cddf3523513c33,html,,7,54,1,0,0,0
\program files\libreoffice\share\xslt\export\wordml\ooo2wordml_field.xsl,\program files\libreoffice\share\xslt\export\wordml,ooo2wordml_field,xsl,,6,16,0,0,0,0
\apache-tomcat\index.jsp,\apache-tomcat,index,jsp,,1,5,0,0,0,1
\images\axis2-web\index.jsp,\images\axis2-web,index,jsp,,2,5,0,0,0,1
\program files\blender foundation\blender <version>\<version>\python\lib\site-packages\certifi-<version>.dist-info\wheel,\program files\blender foundation\blender <version>\<version>\python\lib\site-packages\certifi-<version>.dist-info,wheel,,,8,5,0,0,0,0
\program files\microsoft office\root\vfs\programfilesx64\microsoft analysis services\as oledb\140\microsoft.identity.client.broker.dll,\program files\microsoft office\root\vfs\programfilesx64\microsoft analysis services\as oledb\140,microsoft.identity.client.broker,dll,,8,32,1,0,0,0
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\package_873_for_kb4507435~31bf3856ad364e35~amd64~~10.0.1.4.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},package_873_for_kb4507435~31bf3856ad364e35~amd64~~10.0.1.4,cat,,4,58,0,0,0,0
\program files\krita (x64)\bin\locale\lb\lc_messages\ki18n5.mo,\program files\krita (x64)\bin\locale\lb\lc_messages,ki18n5,mo,,6,6,0,0,0,0
\jedi-theme\jedi-theme.jsp,\jedi-theme,jedi-theme,jsp,,1,10,0,0,0,1
\program files\libreoffice\help\media\icon-themes\cmd\32\diatime.svg,\program files\libreoffice\help\media\icon-themes\cmd\32,diatime,svg,,7,7,0,0,0,0
\windows\winsxs\amd64_netwmbclass.inf_31bf3856ad364e35_<version>_none_de06dbf492784e50\wmbclass.sys,\windows\winsxs\amd64_netwmbclass.inf_31bf3856ad364e35_<version>_none_de06dbf492784e50,wmbclass,sys,,3,8,1,0,0,0
\windows\syswow64\en-us\quser.exe.mui,\windows\syswow64\en-us,quser.exe,mui,,3,9,1,1,0,0
\ggikarus\ggikarus.jsp,\ggikarus,ggikarus,jsp,,1,8,0,0,0,1
\iddqd\iddqd.jsp,\iddqd,iddqd,jsp,,1,5,0,0,0,1
\users\<username>\documents\setup_firefox_v<version>.exe:zone.identifier,\users\<username>\documents,setup_firefox_v<version>,exe,zone.identifier,3,24,1,0,1,0
\program files\microsoft office\root\office16\sdxs\fa000000125\offlinefiles\officeaicopilot-strings.min_f1a9ba183d5cc12fe56ad50d25d315b4.js,\program files\microsoft office\root\office16\sdxs\fa000000125\offlinefiles,officeaicopilot-strings.min_f1a9ba183d5cc12fe56ad50d25d315b4,js,,7,60,0,0,0,0
\windows\winsxs\manifests\x86_netfx4-servicemodelreg_exe_b03f5f7f11d50a3a_4.0.15713.0_none_12c9e48bc8a755bc.manifest,\windows\winsxs\manifests,x86_netfx4-servicemodelreg_exe_b03f5f7f11d50a3a_4.0.15713.0_none_12c9e48bc8a755bc,manifest,,3,81,0,0,0,0
\users\<username>\appdata\roaming\x4pnkz.dll:bin,\users\<username>\appdata\roaming,x4pnkz,dll,bin,4,6,1,0,1,1
\windows\winsxs\amd64_microsoft-windows-s..workstation-license_31bf3856ad364e35_<version>_none_da1bd4b5917e890b\f\professionalworkstation-volume-csvlk-5-pl-rtm.xrm-ms,\windows\winsxs\amd64_microsoft-windows-s..workstation-license_31bf3856ad364e35_<version>_none_da1bd4b5917e890b\f,professionalworkstation-volume-csvlk-5-pl-rtm,xrm-ms,,4,45,0,0,0,0
\program files\python313\lib\test\test_importlib\metadata\data\example-21.12-py3-none-any.whl,\program files\python313\lib\test\test_importlib\metadata\data,example-21.12-py3-none-any,whl,,7,26,0,0,0,0
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\package_485_for_kb4022725~31bf3856ad364e35~amd64~~10.0.1.6.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},package_485_for_kb4022725~31bf3856ad364e35~amd64~~10.0.1.6,cat,,4,58,0,0,0,0
\program files\microsoft office\root\office16\sdxs\fa000000084\fluidhost\static\js\shareservicestrings1.3e1ceb28.chunk.js,\program files\microsoft office\root\office16\sdxs\fa000000084\fluidhost\static\js,shareservicestrings1.3e1ceb28.chunk,js,,9,35,0,0,0,0
\windows\syswow64\en-us\cmdl32.exe.mui,\windows\syswow64\en-us,cmdl32.exe,mui,,3,10,1,1,0,0
\windows\debug\debug.dat,\windows\debug,debug,dat,,2,5,0,0,0,1
\users\<username>\documents\vacation_06_2021.jpg:zone.identifier,\users\<username>\documents,vacation_06_2021,jpg,zone.identifier,3,16,1,0,1,0
\program files (x86)\avira\antivirus\crypto-45.dll,\program files (x86)\avira\antivirus,crypto-45,dll,,3,9,1,0,0,0
\program files\amazon corretto\jdk<version>_7\bin\api-ms-win-core-processthreads-l1-1-0.dll,\program files\amazon corretto\jdk<version>_7\bin,api-ms-win-core-processthreads-l1-1-0,dll,,4,37,1,0,0,0
\program files\krita (x64)\bin\locale\cy\lc_messages\krita.mo,\program files\krita (x64)\bin\locale\cy\lc_messages,krita,mo,,6,5,0,0,0,0
\program files\microsoft office\root\office16\sdxs\fa000000084\fluidhost\static\js\shareservicestrings17.80df54ea.chunk.js,\program files\microsoft office\root\office16\sdxs\fa000000084\fluidhost\static\js,shareservicestrings17.80df54ea.chunk,js,,9,36,0,0,0,0
\windows\winsxs\amd64_microsoft-windows-b..onment-core-tcbboot_31bf3856ad364e35_<version>_none_750bfeebcebec91f\tcbloader.dll,\windows\winsxs\amd64_microsoft-windows-b..onment-core-tcbboot_31bf3856ad364e35_<version>_none_750bfeebcebec91f,tcbloader,dll,,3,9,1,0,0,0
\program files\inkscape\share\poppler\cidtounicode\adobe-japan1,\program files\inkscape\share\poppler\cidtounicode,adobe-japan1,,,5,12,0,0,0,0
\gzecmd\zecmd.jsp,\gzecmd,zecmd,jsp,,1,5,0,0,0,1
\program files\itunes\webkit.resources\webinspectorui\base\fileutilities.js,\program files\itunes\webkit.resources\webinspectorui\base,fileutilities,js,,5,13,0,0,0,0
\users\<username>\documents\expenses_09_2022.xlsx:zone.identifier,\users\<username>\documents,expenses_09_2022,xlsx,zone.identifier,3,16,1,0,1,0
\program files (x86)\avira\vpn\avira.vpn.notifier.exe,\program files (x86)\avira\vpn,avira.vpn.notifier,exe,,3,18,1,0,0,0
\windows\winsxs\amd64_microsoft-windows-themefile-aero_31bf3856ad364e35_<version>_none_0362231f12b00148\aero.theme,\windows\winsxs\amd64_microsoft-windows-themefile-aero_31bf3856ad364e35_<version>_none_0362231f12b00148,aero,theme,,3,4,0,0,0,0
\windows\winsxs\amd64_microsoft-windows-directx-direct3d12_31bf3856ad364e35_<version>_none_1d2ca389e45ed56a\d3d12.dll,\windows\winsxs\amd64_microsoft-windows-directx-direct3d12_31bf3856ad364e35_<version>_none_1d2ca389e45ed56a,d3d12,dll,,3,5,1,0,0,0
\windows\winsxs\amd64_microsoft-windows-i..tmlrendering-legacy_31bf3856ad364e35_<version>_none_cac4f63390ec7c07\r\indexeddblegacy.dll,\windows\winsxs\amd64_microsoft-windows-i..tmlrendering-legacy_31bf3856ad364e35_<version>_none_cac4f63390ec7c07\r,indexeddblegacy,dll,,4,15,1,0,0,0
\program files\eclipse adoptium\jre-<version>-hotspot\bin\jpeg.dll,\program files\eclipse adoptium\jre-<version>-hotspot\bin,jpeg,dll,,4,4,1,0,0,0
\program files\microsoft office\root\office16\ocpptview.dll,\program files\microsoft office\root\office16,ocpptview,dll,,4,9,1,0,0,0
\windows\syswow64\cleanmgr.exe,\windows\syswow64,cleanmgr,exe,,2,8,1,0,0,0
\windows\servicing\packages\package_1913_for_kb4512501~31bf3856ad364e35~amd64~~10.0.1.8.cat,\windows\servicing\packages,package_1913_for_kb4512501~31bf3856ad364e35~amd64~~10.0.1.8,cat,,3,59,0,0,0,0
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\package_2150_for_kb4534273~31bf3856ad364e35~amd64~~10.0.1.6.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},package_2150_for_kb4534273~31bf3856ad364e35~amd64~~10.0.1.6,cat,,4,59,0,0,0,0
\program files\microsoft office\root\licenses16\visioproo365r_subtrial-ul-oob.xrm-ms,\program files\microsoft office\root\licenses16,visioproo365r_subtrial-ul-oob,xrm-ms,,4,29,0,0,0,0
\windows\syswow64\en-us\phoneutil.dll.mui,\windows\syswow64\en-us,phoneutil.dll,mui,,3,13,1,1,0,0
\program files\gimp 2\share\gimp\<version>\icons\legacy\22x22\apps\gimp-prefs-default-grid.png,\program files\gimp 2\share\gimp\<version>\icons\legacy\22x22\apps,gimp-prefs-default-grid,png,,9,23,1,0,0,0
\program files\microsoft office\root\office16\sdxs\fa000000018\assets\src\assets\sdx-cardview-overflow@3x.png,\program files\microsoft office\root\office16\sdxs\fa000000018\assets\src\assets,sdx-cardview-overflow@3x,png,,9,24,1,0,0,0
\windows\winsxs\amd64_microsoft-windows-c..riencehost.appxmain_31bf3856ad364e35_<version>_none_585c763bdf606e41\ooberegion-page.js,\windows\winsxs\amd64_microsoft-windows-c..riencehost.appxmain_31bf3856ad364e35_<version>_none_585c763bdf606e41,ooberegion-page,js,,3,15,0,0,0,0
\wmhbixos\wmhbixos.jsp,\wmhbixos,wmhbixos,jsp,,1,8,0,0,0,1
\program files\inkscape\share\inkscape\icons\multicolor\symbolic\actions\display-outline-symbolic.svg,\program files\inkscape\share\inkscape\icons\multicolor\symbolic\actions,display-outline-symbolic,svg,,8,24,0,0,0,0
\program files\inkscape\share\inkscape\icons\multicolor\symbolic\actions\interpolate-rotate-none-symbolic.svg,\program files\inkscape\share\inkscape\icons\multicolor\symbolic\actions,interpolate-rotate-none-symbolic,svg,,8,32,0,0,0,0
\program files\inkscape\share\inkscape\icons\hicolor\scalable\actions\node-segment-line.svg,\program files\inkscape\share\inkscape\icons\hicolor\scalable\actions,node-segment-line,svg,,8,17,0,0,0,0
\windows\winsxs\wow64_microsoft-windows-w..sgraphics.resources_31bf3856ad364e35_<version>_en-us_94140818aca530eb\windows.graphics.dll.mui,\windows\winsxs\wow64_microsoft-windows-w..sgraphics.resources_31bf3856ad364e35_<version>_en-us_94140818aca530eb,windows.graphics.dll,mui,,3,20,1,1,0,0
\program files\inkscape\lib\python<version>\tools\scripts\__pycache__\fixheader.cpython-311.pyc,\program files\inkscape\lib\python<version>\tools\scripts\__pycache__,fixheader.cpython-311,pyc,,7,21,0,0,0,0
\program files\microsoft office\root\office16\sdxs\fa000000129\offlinefiles\officeaicopilot-strings.min_3d9d5c2e976b6c991cd24be6c790633f.js,\program files\microsoft office\root\office16\sdxs\fa000000129\offlinefiles,officeaicopilot-strings.min_3d9d5c2e976b6c991cd24be6c790633f,js,,7,60,0,0,0,0
\windows\syswow64\bn-in\comctl32.dll.mui,\windows\syswow64\bn-in,comctl32.dll,mui,,3,12,1,1,0,0
\windows\winsxs\wow64_microsoft-windows-directui.resources_31bf3856ad364e35_<version>_sk-sk_463dc1bac98ce97e\windows.ui.xaml.dll.mui,\windows\winsxs\wow64_microsoft-windows-directui.resources_31bf3856ad364e35_<version>_sk-sk_463dc1bac98ce97e,windows.ui.xaml.dll,mui,,3,19,1,1,0,0
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\package_1656_for_kb4505064~31bf3856ad364e35~amd64~~10.0.1.0.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},package_1656_for_kb4505064~31bf3856ad364e35~amd64~~10.0.1.0,cat,,4,59,0,0,0,0
\programdata\pcawhere\config.ini,\programdata\pcawhere,config,ini,,2,6,1,0,0,1
\windows\syswow64\en-us\eventvwr.msc,\windows\syswow64\en-us,eventvwr,msc,,3,8,0,0,0,0
\windows\syswow64\mrinfo.exe,\windows\syswow64,mrinfo,exe,,2,6,1,0,0,0
\xxxxyyyy\xxxxyyyy.jsp,\xxxxyyyy,xxxxyyyy,jsp,,1,8,0,0,0,1
\program files (x86)\amazon corretto\jdk<version>_442\demo\management\verbosegc\readme.txt,\program files (x86)\amazon corretto\jdk<version>_442\demo\management\verbosegc,readme,txt,,6,6,1,0,0,0
\program files\amazon corretto\jdk<version>_4\legal\java.management\additional_license_info,\program files\amazon corretto\jdk<version>_4\legal\java.management,additional_license_info,,,5,23,0,0,0,0
\windows\syswow64\en-gb\msctf.dll.mui,\windows\syswow64\en-gb,msctf.dll,mui,,3,9,1,1,0,0
\windows\winsxs\amd64_userexperience-core_31bf3856ad364e35_<version>_none_1a68e4fc93c59527\core\fileexplorerextensions\assets\images\contrast-standard\theme-dark\windows.searchoptiondeep.svg,\windows\winsxs\amd64_userexperience-core_31bf3856ad364e35_<version>_none_1a68e4fc93c59527\core\fileexplorerextensions\assets\images\contrast-standard\theme-dark,windows.searchoptiondeep,svg,,9,24,0,0,0,0
\jmx-admin\2.jsp,\jmx-admin,2,jsp,,1,1,0,0,0,1
\users\<username>\downloads\screenshot_2022.png:zone.identifier,\users\<username>\downloads,screenshot_2022,png,zone.identifier,3,15,1,0,1,0
\program files\microsoft office\root\office16\sdxs\fa000000152\offlinefiles\office_strings_247f8f78dd7820085808b5e8fec39119.js,\program files\microsoft office\root\office16\sdxs\fa000000152\offlinefiles,office_strings_247f8f78dd7820085808b5e8fec39119,js,,7,47,0,0,0,0
\windows\winsxs\backup\amd64_microsoft.windows.c..-controls.resources_6595b64144ccf1df_5.82.26100.1591_uz-..-uz_0fbfb1c9f2926e3e_comctl32.dll.mui_0da4e682,\windows\winsxs\backup,amd64_microsoft.windows.c..-controls.resources_6595b64144ccf1df_5.82.26100.1591_uz-..-uz_0fbfb1c9f2926e3e_comctl32.dll,mui_0da4e682,,3,118,0,1,0,0
\program files\itunes\webkit.resources\webinspectorui\images\zoomin.svg,\program files\itunes\webkit.resources\webinspectorui\images,zoomin,svg,,5,6,0,0,0,0
\windows\winsxs\manifests\amd64_microsoft-windows-d..rtcards-phone-winrt_31bf3856ad364e35_10.0.22454.1000_none_c81de72acc7442f1.manifest,\windows\winsxs\manifests,amd64_microsoft-windows-d..rtcards-phone-winrt_31bf3856ad364e35_10.0.22454.1000_none_c81de72acc7442f1,manifest,,3,101,0,0,0,0
\program files\eclipse adoptium\jdk-<version>-hotspot\jre\bin\rmid.exe,\program files\eclipse adoptium\jdk-<version>-hotspot\jre\bin,rmid,exe,,5,4,1,0,0,0
\pass\index.jsp,\pass,index,jsp,,1,5,0,0,0,1
\shellinvoker\index.jsp,\shellinvoker,index,jsp,,1,5,0,0,0,1
\windows\servicing\packages\package_1547_for_kb4048953~31bf3856ad364e35~amd64~~10.0.1.3.cat,\windows\servicing\packages,package_1547_for_kb4048953~31bf3856ad364e35~amd64~~10.0.1.3,cat,,3,59,0,0,0,0
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\package_5280_for_kb4048953~31bf3856ad364e35~amd64~~10.0.1.3.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},package_5280_for_kb4048953~31bf3856ad364e35~amd64~~10.0.1.3,cat,,4,59,0,0,0,0
\windows\winsxs\amd64_dual_mdmaiwat.inf_31bf3856ad364e35_<version>_none_cfa14dbe4348acdb\mdmaiwat.inf,\windows\winsxs\amd64_dual_mdmaiwat.inf_31bf3856ad364e35_<version>_none_cfa14dbe4348acdb,mdmaiwat,inf,,3,8,0,0,0,0
\program files\libreoffice\share\config\soffice.cfg\sfx\ui\newstyle.ui,\program files\libreoffice\share\config\soffice.cfg\sfx\ui,newstyle,ui,,7,8,0,0,0,0
